,Employee_ID,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Name
176,EMP1176,30.0,Admin-Illinois,Pending,3/31/2022,54870.98,alice.williams@example.com,-6133155205,Good,0,Alice_Williams
177,EMP1177,25.0,DevOps-Illinois,Active,2/9/2022,79388.27,alice.williams@example.com,-5063731494,Average,1,Alice_Williams
178,EMP1178,35.0,DevOps-California,Pending,5/6/2023,55946.99,frank.smith@example.com,-136497188,Average,0,Frank_Smith
179,EMP1179,32.48454882571075,Cloud Tech-Nevada,Active,7/11/2021,81017.91,charlie.williams@example.com,-2419562524,Excellent,1,Charlie_Williams
180,EMP1180,40.0,HR-New York,Pending,8/21/2020,74162.1,heidi.jones@example.com,-7150997682,Excellent,0,Heidi_Jones
181,EMP1181,32.48454882571075,DevOps-California,Active,3/27/2021,77668.44,heidi.davis@example.com,-8903091435,Good,1,Heidi_Davis
182,EMP1182,30.0,HR-New York,Active,4/14/2024,67886.37,alice.miller@example.com,-3910257431,Poor,0,Alice_Miller
183,EMP1183,40.0,DevOps-Florida,Active,9/21/2020,76614.52,alice.williams@example.com,-6303975244,Good,1,Alice_Williams
184,EMP1184,25.0,Finance-Nevada,Active,6/12/2022,51311.91,frank.smith@example.com,-864035532,Excellent,0,Frank_Smith
185,EMP1185,32.48454882571075,Finance-Illinois,Inactive,12/24/2023,94809.92,frank.jones@example.com,-8033968526,Good,1,Frank_Jones
186,EMP1186,25.0,HR-New York,Pending,7/31/2022,108241.81,grace.johnson@example.com,-171302320,Excellent,1,Grace_Johnson
187,EMP1187,40.0,Cloud Tech-New York,Inactive,4/21/2023,78031.49,bob.davis@example.com,-2983381673,Good,1,Bob_Davis
188,EMP1188,35.0,Admin-California,Active,6/5/2020,85733.83,eva.davis@example.com,-2336293448,Excellent,1,Eva_Davis
189,EMP1189,35.0,HR-Nevada,Pending,7/27/2024,60338.29,david.miller@example.com,-7347156626,Excellent,0,David_Miller
190,EMP1190,30.0,Admin-Illinois,Active,4/5/2024,103140.67,eva.davis@example.com,-7689627065,Excellent,0,Eva_Davis
191,EMP1191,40.0,Sales-Illinois,Inactive,10/26/2023,114690.8,heidi.williams@example.com,-1498282466,Poor,1,Heidi_Williams
192,EMP1192,35.0,Admin-Florida,Active,8/18/2022,80954.56,frank.smith@example.com,-4746897151,Good,0,Frank_Smith
193,EMP1193,32.48454882571075,Cloud Tech-California,Pending,5/31/2020,71728.55,eva.davis@example.com,-7323008575,Good,1,Eva_Davis
194,EMP1194,35.0,HR-Texas,Pending,11/4/2024,118415.8,alice.davis@example.com,-6656749159,Good,1,Alice_Davis
195,EMP1195,40.0,Sales-Illinois,Pending,3/25/2020,81481.36,grace.johnson@example.com,-1692364586,Excellent,0,Grace_Johnson
196,EMP1196,35.0,Sales-Florida,Pending,11/4/2020,117040.57,david.johnson@example.com,-5066337049,Good,1,David_Johnson
197,EMP1197,25.0,Sales-Nevada,Active,3/21/2020,67342.06,frank.brown@example.com,-2497243991,Good,1,Frank_Brown
198,EMP1198,32.48454882571075,Sales-Illinois,Active,1/15/2022,76099.64,heidi.jones@example.com,-116691835,Excellent,0,Heidi_Jones
199,EMP1199,35.0,DevOps-Illinois,Active,6/4/2024,94162.06,grace.williams@example.com,-2644886945,Average,1,Grace_Williams
200,EMP1200,25.0,Sales-Nevada,Inactive,8/4/2021,67639.7,frank.davis@example.com,-1195243639,Excellent,1,Frank_Davis
201,EMP1201,35.0,Cloud Tech-Illinois,Pending,10/16/2020,114172.25,charlie.garcia@example.com,-2701168645,Good,1,Charlie_Garcia
202,EMP1202,30.0,Sales-Nevada,Active,9/26/2021,89124.54,grace.davis@example.com,-2252237280,Excellent,1,Grace_Davis
203,EMP1203,30.0,DevOps-Nevada,Pending,11/4/2023,113871.36,frank.smith@example.com,-7932302345,Average,0,Frank_Smith
204,EMP1204,32.48454882571075,HR-Texas,Inactive,9/24/2021,62618.4,grace.brown@example.com,-7912141613,Excellent,0,Grace_Brown
